😏		5420231728071459313		
😏		5301183708596818801		
😑		5289594705716203466		
😓		5334945003401654009		
😔		5316933933491836474		
😔		5420543465387743692		
😔		5323481379206339475		
😕		5271572997172370296		
😚		5264778882896108916		
😝		5366350641788638575		
😝		5393299396907520375		
😝		5409171852276813755		
😝		5308028460537503574		
😝		5402246376425804992		
😝		5372890936382608427		
😝		5260346463761747746		
😝		5303293422302425285		
😝		5269466010771018176		
😝		5280772555127409384		
😞		5201965948264781569		
😠		5229016601482776567		
😠		5278468090424743557		
😠		5449502020388016318		
😠		5445159022472746552		
😠		5355096272694951726		
😤		5303031197369126799		
😦		5278549175112324076		
😪		5240195692684658955		
😬		5386405300087569470		
😬		5438153630165257316		
😰		5246706837335584772		
😰		5381818360914791298		
😰		5305606339500716666		
😲		5296477528246983373		
😳		5208669928357382382		
😳		5300931044260727537		
😵		5325673178326908685		
😵		5332696038266379096		
😵		5402091482725240276		
😵		5332534946928016204		
😵‍💫		5199801190258317413		
😵‍💫		5235815680741232979		
😵‍💫		5305461758016635527		
😶‍🌫		5462909529601623814		
🙄		5454306267726107102		
🙅‍♂		5361647407786378862		
🚌		5229123365779828990		
🚨		5319040082374575127		
🛁		5404541362135644327		
🛍		5427053755340182171		
🛍		5384340838157406314		
🛷		5465575244003556617		
🤌		5359398631629675162		
🤑		5416090885676875994		
🤑		5469915548974336625		
🤑		5215527195832756800		
🤑		5275989945834557503		
🤑		5415640712974714131		
🤑		5454328103339839002		
🤑		5343933807311467091		
🤑		5611588150494232592		
🤑		5260350432311529401		
🤑		5343724431950756749		
🤑		5386841114714061509		
🤑		5260557131907609234		
🤑		5276514434355830294		
🤑		4913682971648590332		
🤒		5323426412214885817		
🤕		5402349644619468753		
🤘		5217786211191511814		
🤘		5330524060419897725		
🤘		5402405234381177473		
🤙		5334911489771844419		
🤤		5386862675449899143		
🤤		5449440821399012582		
🤤		5211060335355638741		
🤤		5253748075440129301		
🤤		5197520025753246919		
🤤		5321011313449655360		
🤤		5201756151997284775		
🤤		5213394740275331738		
🤦‍♂		5285436760761840834		
🤦‍♂		5264801010567626868		
🤧		5454018882874391666		
🤧		5278542045466612245		
🤧		5220134192502819741		
🤫		5330199652950096023		
🥂		5206579593544219932		
🥳		5202005612287779106		
🥳		5316623557680185598		
🥳		5199421747077584990		
🥳		5323480984069358714		
🥳		5287295781521344331		
🥳		5231170673610595275		
🥳		5199509218381535721		
🥳		5309864361488034390		
🥳		5226751457205688851		
🥳		5301278678913652950		
🥳		5265221702614260055		
🥳		5276520408655338097		
🥳		5310277047715639372		
🥳		5309929151069698755		
🥳		5228929701409462851		
🥳		5202082225914385660		
🥳		5231212347678275914		
🥵		5289629915858094188		
🥵		5267332996867831343		
🥵		5193180395092330134		
🥶		5418181894799899680		
🥶		5359574712403906605		
🥶		5307718097610754754		
🥶		5220089383109016312		
🥹		5201687174822510819		
🧑‍💻		5113957245121463396		
🧘‍♂		5314503351369472346		
🧘‍♂		4954250363688453518		
🧠		5206341557866738444		
🧳		5474141375886803172		
🧳		4967478970334315349		
🧺		5359819272136702255		
🩷		5429503093584708815		
🪩		5226758075750306754		
🫀		5317021413385714861		
🫠		5388652560120825927		
🫠		5267129694590874705		
🫨		5442946238141968338		
🫨		5222469924567402209		
🫵		5467638615012029622		
🫵		5458469658698988745		
🫶		5330482850208691087		
🫶		5316716367628480549		
🫶		5420507486446700198		
🫶		5334902547649933407		
🫶		5368723830263007662		
🫶		5283233863445792731		
🫶		5235665880871875633		
🫶		5242522100375237015		
🍑		5361611003643575178		
🍑		5319069369756564474		
🍑		5303040994189515406		
🍆		5303274812209110229		
